,0,1
471,"@realDonaldTrump Really mr. grab em by the pussy? Yes, you do talk like that and you werent elected. Your were instilled by russia. Stfu you moron. Youre going to prison, Traitor Tot.",0
472,"the fact that who comments on this cube problem is mostly not a cube stan?? yall be creating tweets so you can get rts and like. shut the fuck up if you dont know anything about cube, jesus",0
473,@realDonaldTrump Are you pussy grabbing tonight??,0
474,@MarshaBlackburn PS - take off that picture-any picture of you makes me want to puke! Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying Skank GOP white piece of trash! Your commerci,1
475,@GloriaAllred @realDonaldTrump (2) @GloriaAllred after the campaign each woman disappeared. As a rape survivor who… https://t.co/qgW2gfc4sf,0
476,Y’all Trump supporters are always so hysterical about y’all’s dumbass army where are you now hm,0
477,@ali_nicole_frye I mean. SHES FUCKIN TRASH. I told you this skank bitch is a skank bitch.,1
478,aka that stupid man with the ugly toes that couldnt even do his own grocery shopping BITCH charge me for this neck ass hoe ill yank ur slides off and go full chancla on u BITCH fucking BITCH fuck U fuck RETAIL oh my god bruh PLEASE may i punch YOU,0
479,"@DinoFancellu Immigrant rapes old English woman and tells her:''Yours is a bitch country, I'm Saddam Hussein”. https://t.co/7tomvXuDlE",0
480,@TomiLahren You're a fucking skank!,1
481,Suck a dick and choke you bitch,1
482,Stfu you taking all this shit and I still make more money than you do you broken depression pussy ass bitch,1
483,Theres this dude on my FB whos dumb patriotic & is anti Kaepernick saying troops like him make the real ultimate sacrifice yadayada & im just like dude youre fucking National Guard youre not even real Army bc youre too pussy to be active duty youre not sacrificing shit stfu,0
484,@AnnCoulter What are you worried you are about to lose the crown for Most Hysterical Woman of the decade? Good for them. They are the only ones who are trying to save America while you keep making money off of her by using her. You are the BIGGEST BITCH!!,1
485,@Lauren_Southern You're just a skank and everyone knows it otherwise you wouldn't be making excuses for not settling down whilst hanging out with multiple different guys.,1
486,I feel like I'm going through withdrawals but again I'm jus being a whiny ass bitch ass skank ass brat,0
487,"Today on SFTP, I interview @AceTrainerLiam and we talk about the most hysterical Pokemon fight that you will never… https://t.co/tN3V3SiMRQ",0
488,@AnnCoulter That's because you've already won the title Most Raggidy Skank Who's A Disappointment To Her Father...,1
489,@itsgabrielleu Poster at local rape crisis. Old woman with walker and raggy clothes. Title said 'It must be something she wore',0
490,Niggas be like your pussy bald? You must want a pornstair 24/7 stfu,1
491,"#ThursdayThoughts Don't worry Ann. After your multi-day meltdown over having to simply switch seats on a Delta airplane flight last year, we still consider you the ""Most Hysterical Woman""",1
492,@LolasFav Yo honestly you pussy !,1
493,@Sexyarse69 First ima smack that ass then eat that pussy from the back then wrap your hair around my hand while I choke you and slide in slow and long strokes tease u then start pounding that pussy,1
494,Why Would You Do This To My Young Fairly Innocent Heart You Fucking Hoe Bitch.,1
495,"Lets see. You brag about grabbing women by the pussy, you demean and belittle people including your own staff daily, so yeah, what we are seeing what we are hearing, IS true o stfu, oh and Mueller is coming.",0
496,"i hate those memes which go dear girls, stop doing ___ if you think boys like it because we dont like???? you fucking cunt you think i even spend a second of my day thinking about YOU or your dumbass preferences??? yall are dumb lmaoooooo women dont give a fuck about you",0
497,The only people who can stop sexual assault & rape is the men & women who think they have the right 2 do what they want 2 others #MeToo,0
498,"1. Who said Im lying to them?2. Who said Im fucking them?3. How are you real based off a minute analysis that obviously lacks context and sincerity?Shut the fuck up, my nigga.",0
499,@ziadwaeladawy Now people want to attack eminem because hes older and they think hes garbage. People have the balls to talk shit now because they think revival is weak and whack but BOYY! Why didnt you pussy fucks respond back then? Scared to get bodied? ,1
500,@DonaldJTrumpJr That skank looks good on your arm. You been dating your mom long? She needs to start thinking about some Botox or maybe a full facelift. Lying does that to you!,1
501,"Lol you're probably tweeting, ""it's so hard to move on"" with a dick in your pussy so shut the fuck up fake hoe.",1
502,@DaddyDaddymac @_QueenofStaves @FLOTUS @FLOTUS You're a SKANK .....Leave our house and country. Take your corrupt parents with you. You're all cheap white trash!!!,1
503,Woke up angry bc 2 years ago a groomsman &I were supposed to walk into the reception doing the Bernie but this cunt of a bridesmaid insisted that they were gonna do it so we quickly made something up while in line to go and then this fucking bitch walks in & DOESNT FUCKING DO IT,1
504,I will always love you & Ken though @LisaVanderpump I really admire you & feel like a mother tiger with you! I could of jumped through the TV when that skank slapped your face! That upset me! A lot!!!,1
505,@NewYorker Will send 1 BTC to anyone who can explain why the USA needs to import more 75 IQ Somalis who rape white women at very high rates.,0
506,@GeodanNew @thecarolemalone Isn't that the guy who encourages men to rape women?,0
507,"Yep, by stoning women to death when they report rape. No reporting. No more scandals. https://t.co/vcGLojHDsj https://t.co/sfQ5CbN4fT",0
508,5 Tunisians try to rape Lampedusa woman (3) - Manages to send them packing https://t.co/uLSaatIVAL,0
509,"#UrbanDictionaryHasTaughtMe that I'm the BEST, FUNNIEST, MOST ATTRACTIVE girl EVER- until I get to the second page and apparently I'm a SKANK WHORE BITCH SLUT.",0
510,Sometimes it can feel like your old mommy is always ready to be intimate with you.Even at 68This lustful Mom's pussy doesn't stop soaking,1
511,@zazajaneXX Stay in the kitchen you whore,1
512,@soniandtv @SushmaSwaraj @nsitharaman I don't feel fantastic to see them in this position..Do they speak up when rape and assault on women takes place..When men from their own party rape women.. What's the use of holding that position if u can't speak for,0
513,"@AnnCoulter Really, Ann? Hysterical woman? What is wrong with you?",0
514,@artbychristinem @AnnCoulter Hysterical woman does in both cases. I don't think Booker would mind given his proclivity for deliberate histrionics.,1
515,Bunch of hysterical women protesting again. #KavanaughHearings,1
516,"@mariaclaraps @FireWomon Indeed, a woman who was raped ... and who was distraught that a man made a joke about that rape ...",0
517,Reason #12746 why men can be garbage human beings (but #notallmen but *slap* #stfu with that not all men crap) #ThursdayThoughts #ThursdayMusing,0
518,@standleague You guys really are hysterical 😂 and not educated. Nice try! #cult,0
519,@AnnCoulter Ive seen you break down in tears and when the audience turned on you so lets not talk about hysterical women.,0
520,A Lot Of People Are Having To Be Told Why Women Don't Speak Up About Rape Culture https://t.co/Joc5bleeco via @rose_catb,0
521,fucking cunt whore slut pussy bitch fuck you,1
522,"S-Shut the fuck up bitch> He pinches the bridge of his nose > His ears fold back in pure embarrassment, this just keeps getting better and better.",0
523,@SenGillibrand You have lost all sense of reality. You're one very HYSTERICAL woman .,1
524,@AnnCoulter LOLSO TRUE!!I THINK BOOKER IS WINNING THE BATTLE OF MOST HYSTERICAL WOMEN AT THE KAVANAUGH HEARINGS!!!@CoryBooker,0
525,PSAYoure a slut but you dont fuck meBecause you sound like a cry baby bitch shut the fuck up already,1
526,@imillhiser Hysterical woman.,0
527,"@MikeYbarraYo @ryanexpaige I could care less about origin, and also to note the word itself dates much further back to actually describe people than when it was more commonly used on hysterical woman. Stop trying to make words illegal to use because much ",0
528,STFU! Like we need your worthless 2 cents of wisdom! Go crawl back under your rock!!!,0
529,"Both are dopes, who cares who wins the ""Most Hysterical Women"" award? Give it both they both worked hard for it and they both deserve it.",1
530,"PSA MMLD HATERS )) unfortunately for you, our girls are just gonna go farther and if that's a pill so hard for you to swallow, Y'ALL CAN JUST CHOKE AND CONTINUE ON WITH YOUR SAD LIVES... or maybe just relax, walk your dog & drink a cup of mindfulness.)) *megaphone drop*",0
531,"@itsgabrielleu happens to women everywhere, not only rape but sexual abuse and pple still ask what she did to provo… https://t.co/4SnwJWGSH9",0
532,"@AnnCoulter @SandraTXAS ""Most Hysterical Woman"" Touche' Ann,couldn't agree more. 2020 candidacy is already here.",1
533,"@krassenstein @realDonaldTrump @krassenstein youre only tough because this is Twitter. In reality, youre a pussy ass bitch. Stfu. Snowflake #MAGA2020",0
534,If youre dating a baby daddy before you call the baby mama bitter go talk to her yourself OR just the stfu and mind your business bc you know damn well that nigga gone lie just to get some pussy and play victim. Idc.,1
535,I usually dont hate people but I actually hate that bitch. You tried to be friends with me outside of work and then when I had a crisis you decided to be professional and use that against me. Thats the worst type of person. Fucking cunt will get hers though.,1
536,@WildeFreedom @CNNPolitics Really do tell! Hysterical? Strange tweet you got there. Hysterical is supporting POS #4… https://t.co/Cr9z3LZqT0,0
537,"@maysoonzayid Yeah, how awful for them that women aren't property to be abused anymore. And those terrible laws about child rape!",0
538,"@LeaveEUOfficial We already have control of our borders, you hysterical loons.",0
539,@AnnCoulter Have you kept that cooling in your human icebox just for this occasion?Hysterical woman?!?ROFLMFAO!,1
540,You have to be a real warped son of a bitch to believe you have the right to force women to go through a pregnancy against their will. I cannot fathom how this is an acceptable position. All men: SHUT THE FUCK UP ABOUT ABORTION FOREVER.,0
541,Real shit like stfu and eat my pussy since u care so much,0
542,@itsgabrielleu I have a script about a woman overcoming Rape. I think you’d be PERFECT for it.,0
543,"And if you're a man (or a woman frankly) who thinks sexual harassment isn't that big of a deal, you're perpetuating rape culture.",0
544,' teaching women how to wear modest clothes and looking unattractive will reduce rape' WHAAAAAT? https://t.co/BsZO42LzqA,0
545,@TuckerCarlson Hilly puts $$above anything I support woman am anti rape but won't return Harv's donations always about money with Clintons,0
546,9/28 you pussy BITCHHHHHHHH EAT IT UP LIL HOE I KNOW YOU BANG WIT US !!!! Its ROLLLLLLINNNNN ON MINE ION DO DA GROOVIN YADIG #SLUMLOVE,1
547,STUPID FUCKING CUNT ASS CUNT BITCH DIDNT STOP AT HER STOP SIGN AND TOTALED MY FUCKING CAR THAT I USE TO MAKE FUCKING MONEY OH MY FUCKING GOD YOU STUPID FUCKING BITCH,1
548,"@KendallJenner ""whatever makes them happy"" really bitch? you are not good friend, you are mother fucking cunt @haileybaldwin @justinbieber",1
549,@AnnCoulter Most Hysterical Woman? Way to apply a type of feeling to a specific gender. That is an absolute disgrace to insinuate that 1) Woman are Hysterical and 2) being called a woman is an insult.,0
550,@Montel_Williams @realDonaldTrump You were on the line listening to the call. You take a radical hysterical delusio… https://t.co/th58j3RGws,0
551,"Oh you know, a rotting skank bitch.",1
552,you ready baby ? ~ Im going to fuck you and your sister like till both of you pussy is filled and leaking with my cum,1
553,"Listen skank. Your sugar daddy is the biggest 5x draft-dodging, punk-bitch coward in the COUNTRY. Your opinions mean nothing. You go find a stripper pole, or whatever you did before, STFU about cowardice. ENOUGH! ""Melania Trump""",1
554,@AnnCoulter @DonaldJTrumpJr And you have won SKANK OF THE YEAR,1
555,.@CarterLear is a bitch who wants a Halloween care pack because this skank doesnt appreciate me,1
556,"@KeelieSturm @CBCNews Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backb",1
557,I wonder how many Christian women would admit #MeToo. Because rape culture is most definitely alive and well in churches across the world.,0
558,"@realDonaldTrump YOU FUCKED PUERTO RICO & THE PEOPLE AND YOU KNOW IT! MY OWN FAMILY MEMBERS BORE WITNESS & LIVED THRU IT! AT BARE MINIMUM, STFU INSTEAD OF ATTACKING WITH LIES & BULLSHIT! YOU & YOUR PAPER TOWEL THROWING BULLSHIT! YOU FUCKING LIAR!! PIECE O",0
559,"After slaughtering 800 Jewish men ,Muhammad saw how beautiful A Jewish woman was, & ordered his friends to bring her to his tent to rape her",0
560,Great goodly moogly this Buffalo Bill looking #bitch is a #cunt. Go do your little kooky dance while listening to wild horses and #stfu,0
561,"omg and pussy boys voicemail wishing me a happy birthday was the absolute best I appreciate you so much, thank you pussy boy <3",0
562,Like dudes think that women just want their dick.. NO YOU PUSSY BITCH.. I wouldnt touch you with a 12 foot pole you shrimp dick toad. FUCK OFF YOU PESANT.. go fuck yourself.. matter of fact.. I hope you lose your dick so you can never use it again you fucking cunt.,0
563,FUCK YOU TWICE YOU PUSSY ASS NIGGAS @AtlantaFalcons,0
564,"This is literally self-proclaimed nice guys. They'll be the ones going ""not all men! I wouldnt do that!!!!""Shut the fuck up man no one fucking cares your feelings are hurt when women get harassed for not covering up their pinkie fingers or sumn",0
565,@deeppocketbando @BKmelo70 These women have alleged rape? When did they make these claims and have they filed suit… https://t.co/nIRNelsuB0,0
566,"beg for your fingers inside my tight little pussy, i promise it's only wet for you. maybe i'll also beg you to choke me, or spa... don't think you've earned any of these things angel. demanding subs sigh only beaten by bratty su...",0
567,You pussy boy,0
568,"Ooh this is getting into Shakespearean levels of manipulation. And of course he goes for the hysterical woman angle, with a side order of using Hanssens feelings for Roxanna against her. #HolbyCity",0
569,"@DIRTYDA11283731 dats right bitch ass fag cunt slut dumb fucken bitch, shut the fuck up next time",1
570,"@2beornotbeing Honey, as a fellow white chick, let me tell you what you need to do here. Shut the fuck up and quit telling black women how to feel or talk about other black women. Stay in your damn lane. Bitch at me about how I'm talking to you or whateve",0
571,Shit ima choke yo ass back and say mine even tho Im yo side nigga,1
572,ALL YOU PUSSY BOYS FALL BACK!,0
573,I could not care less what the porn model skank thinks.,1
574,"bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran, another country destabilized and vilified to drive american profit",1
575,"nigga, im pretty sure you dont get pussy, just stfu.",0
576,Man taylor tweeted this cause i aint stay in the kitchen w her why she cooked dinner lmfao,0
577,@thehill Coming from a hysterical woman.,0
578,"@pbump @jaketapper His ""Spartacus"" moment was more like a hysterical woman with a serious case of PMS! He also displayed how uninformed and poorly directed he is. He didn't care about the truth. Like all Libtards, it is all about the drama moment. LOL, he",0
579,i just had the rudest fucking bitch cunt on the phone to me at work and i want to push her off a cliff n jump on her ribs . Ent phased,1
580,@AnnCoulter @jimd22551 I think Cory Booker wins the competition for most hysterical woman.,0
581,@thehill No doubt cory wins most hysterical women his eyes are popping out of his head foaming at the mouth,0
582,Idc if she's the one that confirmed it. It was TWO YEARS since they've been dating. They obviously thought long and hard abt coming out as a couple. Shut the fuck up,0
583,@AnnCoulter Im not sure you should be calling ANYONE a hysterical woman.,0
584,Its a bitch who better get her some business forreal! How the fuck u gone feel entitled to somebody! Bitch u got blackballed & u gone stay blackballed! I ain't saving no hoe! U is not apart of my Spurs dreams! The woman u see on my page had on the San Antonio Spurs Warm up Jacket,1
585,You smoke too much stfu pussy,1
586,"RAPISTS.AND YET, THE FIVE HUNDRED YEARS OF THE RAPE AND SEXUAL EXPLOITATION OF AFRICAN WOMEN AND GIRLS, AND THE THIRD CLASS",0
587,i miss my stupid pretty stank dumb whore skank trick bitch ass friends,0
588,Nah yall stay in the kitchen and make bariis and baasto,1
589,"@AnnCoulter Ann you are the funniest. I think Corey B. Is the most hysterical woman in the hearing, for sure.",0
590,if you got an attitude...I'm gonna just choke you & devour your pussy,1
591,@KatiePavlich They are the two most Hysterical women in the room,1
592,I need the lady next to me on the train to actually stfu. It is 6:50 am and you are trying to have such a deep conversation about work place behavior with the man across from you & youre doing so in a loud whisper. Its too fucking early for this.,0
593,@DatGaBoii Yea that fucking ass hole mother fucking bitch! GRRRRR,1
594,@MabelleKreidy And ya know what? That's why they abuse and rape their women because they are such assholes that any… https://t.co/rt8o2FkI7M,0
595,Most hysterical woman #KavanaughConfirmationHearings #BrettKavanaugh #CoryBooker #KamalaHarris,1
596,"Well, I guess Booker won the ""most hysterical woman"" award today!! !!!",0
597,"@AnnCoulter The Queen of Hysterical Women tweets bitterly, terrified of losing her crown.",1
598,"@AnnCoulter Youre asking about the Most Hysterical Woman?Between you and Donald Trump, I now definitively know the definition of Projection.",1
599,"@BarackObama ,Hate to break it to you pussy man,but the only thing you're responsible for, is the destruction of this country. You might be able to fool the liberal sheep, but we're the Trump Party and we had your number in 2007. You are a worthless piece",0
600,@SeanWats Hitem with your purse you pussy,0
601,Cuisinart Sandwich Maker Sweeps Sponsored by the Kitchen Authority and Money Nuts!,0
602,"@lisastark351 @budyluvv Shes the kind of skank you dont want to see when the lights come on at closing time ,along with Melania and Ivanka Russian skanks",1
603,Have you ever felt like crying when you saw a Woman who's a victim of Rape #MeToo,0
604,Once a stripper always a skank an a ( Y ) a hole!!,1
605,@NYMag I'd like to see a sitcom or talk-host show with @DebraMessing @RealJamesWoods and @SusanSarandon ! You could call it STFU.,1
606,And if anyone can recognize an hysterical woman its @AnnCoulter. She just has to look in the mirror.,1
607,"Confessions of a mother fucking bitch!I keep checking the cooker, switches and front door like Craig off corrienation street!I cant stop eating Im going to a hole full of depression! HELP ME",0
608,"@AnnCoulter Guess what, Ann? Those hysterical women bitch-slapped your boy Brett Kavanaugh today, and it was fun to watch. #KavanaughHearings",1
609,Guilty: Man did rape woman on Darlington riverbank https://t.co/fZtcevTJI9,0
610,"Eminem raps about wanting to rape women, that has nothing to do with CNCO's success!",0
611,"So over everything being called a fucking bitch ass whore daily when Im the only one that does anything takes care of 8 kids alone,done dont want to be here any fucking more. Gone",0
612,yall gotta learn to start seeing women as human. yall act like were aliens now. yes i have a cunt and tits and what about it sweety are they too sexual for you?? are they not sexual enough?? well either way its non of your fucking business go choke with your 2 inch cock,0
613,"@Ruby_Hs Hoe stop fucking lying cause i had her phone for months and its been dead till now bitch& u thought u was being disrespectful 2 my kid,it was meWHERE DA FUCK U AT? she like bitch u acting crazy..dis aint no act bitch.. talk that shit but im gonna",1
614,"When we renewed our vows, this the thanks I get?I'm waitin' for the day I can hear you say, ""I'm sorry, what a skank I've been"".",0
615,"@AnnCoulter @DonaldJTrumpJr You won the"" life time recipient for Hysterical Woman "" a long time ago.",1
616,"@The_UnSilent_ Look, I thought the same thing at first. But, cmon. We have to give the woman the benefit of the doubt. That may not be the white power symbol at all. It may be the secret signal for the Im a Feckless Fucking Cunt club. Maybe she wants to j",0
617,bitch stfu yall call angela an ice queen but then say oh sure angelas the mean one you can say this shit and still recognize angela being a whole bitch,1
618,God fucking forbid someone offend any fucking one on this planet. Idk how our species will continue when everyone is too much of a fucking cunt bitch to speak their minds @instagram please add a filter to this so it can be friendly,0
619,@AnnCoulter And here they are! The most hysterical women at the #KavanaghHearing!,1
620,@thehill Coulter needs to eat a ham sandwich and choke on it. Such a sexist comment. Plenty of RW men are truly hysterical. Have you seen how the President acts?,0
621,Who was the more hysterical woman at the Kavanaugh hearings today? #SCOTUS,0
622,@AARP_Assassin ain't this the bitch that tried to rape you,0
623,Package Thief Slips And Breaks Her Leg - Instant justice via @YouTube Stupid fucking bitch. Deserved every bit of that. Cunt. LOLOL,1
624,I don't know anything about that man but I know no woman is obligated to accept his apology for a rape joke... cry about it,0
625,You talked to me as if Im some super skank up in a bunch ! Who tf do u think u r ? Honestly ? Not one boy has talked to me like that everrrr ! You disgust me man ! No respect what so ever ! & your dirty dick aint getting shit !,0
626,shes a fucking bitch and has a drinking problem but that pussy good,1
627,@dongsass Not all men youre right Doyoung wouldnt treat me like this !!!!,1
628,@JimsExwife @Nicoxw1 Crawl back in your hole you hideous witches. I am sure you either of you former whores would be thrilled if a man would simply touch your skank ass.,1
629,"Ladies, do not be ashamed for having lustful needs. You want dick? Book a dick appointment! Want pussy? Go and eat pussy! Why women need to feel shameful for fucking guys but praise men for fucking girls?",0
630,@allisonmbucher @thorpedo1998 I this for a fact hes the best sandwich maker on this side of the Mississippi. @thorpedo1998,0
631,"Just remember in some countries a village will burn a woman alive, stone her and rape her corpse if she refutes an arranged marriage",0
632,@LindseyGrahamSC @BarackObama @realDonaldTrump Way to have some balls and talk shit like this after McCain no longer around. You know he would have told you to stfu. Pussy!,1
633,"@MoncaMonii I would enjoy standing back to watch you suck cocks and swallow huge loads of cum, while you're helpless. As you suck each cock I'll finger your pussy until you cum, while you choke on cocks and cum! When I do take you home, you'll be exhauste",1
634,@SteveHall5582 I know and understand all this. But it is still not OK to rape and abuse women just because we don't… https://t.co/3xA5V39cZa,0
635,"Well FHUTA (my gamertag) was just banned today and its all thanks to @majornelson @XboxSupport, you pussy platoon fucks decided that FHUTA was such a bad fucking word you decided to hide it in the depths of your foreskins. I hope you get ligma and die. P.S. fuck u.",0
636,Fuck yeah you pussy boy,0
637,@JulianAssange A man in hiding for rape says that a powerful woman has a dark side. That is the definition of creepy.,0
638,@FoxNews 65 of which were hysterical women?,1
639,"Which one comic creator would you most like to meet, and why? Bobby: I would like to meet the comic legend Frank Miller! So he can give me a refund for Xerxes!! The Skank Original @Malcolm_Vex speaks about his comic work! #Diversity #comics #comicbooks #satire #author #funny",0
640,Bitch shut the fuck up and dont talk about Afghanistan,1
641,@MitchieDT Ahh I see your finally embracing your inner blond skank good for you mitche :),1
642,shut the fuck up bitch dont speak on my country or my people,1
643,"You're fucking hysterical, I don't know if I've ever been in a ts channel with you where I was laughing my ass off,… https://t.co/Ee3OkQ9y66",0
644,@timothypmurphy @DavidCornDC I will fight him.5 rounds and at 5 minutes in cage match. Looser leaves town match. Come on you pussy.,0
645,@AnnCoulter @DonaldJTrumpJr To take over your reign of the Most Hysterical Woman on a Delta Airlines flight?,1
646,"my cis gay friend will say bitch all the time and usually when we're joking around I don't notice but this last weekend he got really drunk and started saying ""fucking cunt"" and I felt SO UNCOMFORTABLE! It wasn't directed towards women but that aggression was still there",0
647,@jalenramsey Lmfao shut the fuck up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback.... Sit your pussy ass down and get swept by the Titans again.,1
648,honestly a bitch didnt deserve shit this whole year or whole fuckin life so why q bitch always complaining ugh fucking hoe,1
649,Oh please stfu. No one cares Susan you told everyone Hillary was worse than trump you no longer get to tell us anything,1
650,"@CheyOsrs @equilibriumsoul But then it's a 50/50 between receiving a dick pic or a ""LOL u ugly any bitch fuck u slut"" message",0
651,SWEDEN: FOUR MEN RAPE WOMAN WITH COGNITIVE ABILITY OF A 6-YEAR-OLD AND WALK FREEFour men have been charged with gross rape against a developmentally disabled woman. Yesterday they were set free. Why? The court could not prove that they knew she had a developmental disability.,0
652,Encouraging men to have sex while denying women’s rights to their body also promotes rape culture since women can have no say or options,0
653,Every fine fucking bitch i see is my ex hoe,1
654,"Oh good, its that time of year when women bitch about men watching football why is this a thing? Why dont you shut the fuck up and enjoy the game? k bye",1
655,"@CNNPolitics @FLOTUS , you don't have to be a skank anymore. He, the skunk, done you wrong. Someone standing up and exposing your philandering immoral husband is a hero @nytimes @NBCNews",1
656,"In modern life, #sleep is becoming an increasing issue. So, to support you and your healthy nights rest, we have some #TopTips to aid a restful night: #ThursdayThoughts",0
657,Hilarious!! Shrieking hysterical women are annoying. Regardless of what point they are trying to get across. Just be an adult.,1
658,@Jacob_Rees_Mogg CETA took 7 years. Ours could take even longer. What happens in the meantime. Will you creatures STFU while we remain in the Single Market whilst this is done and will you STFU when it falls apart and we remain in the SM?,0
659,Just cause you pussy boys get a strap don mean you a shoota (,0
660,#Marlena truly are hysterical together. I tend to agree w @elenadavies tho. You never know when you need a snack… https://t.co/F9nhUVdM3q,0
661,@fakeswag33 Shut up Mickey you pussy little bitch #firstoftheyear #firstofmany #mickeyhaslowt,0
662,@Preditard @brittanyadeline Stfu you two foot pussy bitch,1
663,I never been with a girl as big as you pussy be beating hard on this dick bet Cool hopefully you can find a girl my size that would want to go down on ya,1
664,You call girls a hoe but youre a hoe too?? Lol stfu lame ass bitch,1
665,@AnnCoulter That's rich coming from the hysterical woman who didn't get the right seat on an airplane.,1
666,@marianmweber @CathesComicz @womensmarch Women Are Offended by his Porn & Rape Essay Stating “A Woman Enjoys Interc… https://t.co/AAsW4Dhd8a,0
667,@tom_usher_ the [clean] version dubs out the line 'such a fucking hoe' for 'such a filthy whore' which i swear 2 god is actually more offensive,0
668,"Happy Birthday you stupid fucking bitch. I hope you slip and break ya neck, hoe. Grown to love yo lame ass. @alvkxrd",1
669,Pocket Panini Stovetop Sandwich Maker #diet #healthy #heart #health #sandwiches #kitchen #food #dinner #lunch #breakfast #family #easy #eat #hungry,0
670,"@MechaniVal @Pippyz Do you believe that gender dysphoria is compatible with using your penis to rape women? Isn't rape about as ""male"" an act as one could imagine?",0
671,"@womensmarch Slavery & post white women rape many Black women, men & children than U could ever imagine,& cause of… https://t.co/PpyuuzWp57",0
672,@AnnCoulter Ann Coulter winning most hysterical woman WATCHING the Kavanaugh hearings.,1
673,@mulannoir I was so adamant that a timid Surgeon could never rape a woman why would he? I know it’s fiction but peo… https://t.co/oxpKjmukmG,0
674,Hysterical pant -wetting liberals in full flow Grow up the lot of you #FoxAche https://t.co/GdYMMDfI2v,0
675,Shut the fuck up pls,1
676,@RenatoFarina arent'y you #ashamed of having insulted #AsiaArgento and the other women who spoke against #rape? #Weinstein #sexism #Italy,0
677,"@AnnCoulter Booker is the more hysterical woman, while Harris is just a common slut.",0
678,"Talking about 'in the bible, a woman is a man's property.' Therefore as a senseless misogynist, rape in married women cannot happen.",0
679,@Tilly4PaulB @realDonaldTrump Such a skank you have to play on this.Get a life lol,1
680,Patton -Oswalt - Hollywood 'comedian' women enjoy rape https://t.co/csUZ8yL5mu #tcot #tlot #maga https://t.co/bo7R4cEyFl,0
681,This is to decieve people who don't know that women that report rape in Islamic countries are arrested on charges of fornication or adultery,0
682,"@Mama_Bridgie This Meadowlands mama is just a ""pity party"" you gonna stop using a taxi coz some skank called you fat?",1
683,#WomensMarch collected hundreds of hysterical women to display their best hysteria upon cue during Sen Hearing - sounds like a try out for a TV show,1
684,"For crying out loud, Ivanka! STFU you ignorant, grifting, kunt! You pretend to care about women? What about the mothers of the children your father's administration are imprisoning! What about Kavanaugh?",1
685,"Where the fuck is your face scary hoe? Dont be saying nothing about peoples looks when you to pussy to post yours. You bitches can not fucking compete. Sit the fuck down and shut the fuck up. All of you bitches wanna talk about looks, but wheres your pics? Stay in your lane.",1
686,@SenKamalaHarris I think @CoryBooker was a more hysterical woman than you. But it was close,0
687,@Sethrogen Weinstein must be your daddy you fat slob. Both of you are ugly af and I guess need to rape women to get… https://t.co/WqMIPoNqEj,0
688,I was referring to women calling other women hoes and bitches or choose to be as sexually active as they wanna be but for him to constantly Callin women fucking hoe that wrong and bold,0
689,"@realDonaldTrump ""Grab them by the pussy"" ""Rosie is fat and ugly"" ""I like people who weren't captured""- You demean and belittle and still got elected. Shut the fuck up",0
690,"@ccalii__ Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",1
691,I wouldn't have done anything if you didn't express any interest THE BITCH WAS 12 YOU MOTHER FUCKING CUNT. HE REALLY IS TRYING TO JUSTIFY HIMSELD..THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED,1
692,"Everyone calls u btch, and u don't like it? Bitch like whaaat?! Who wouldnt be called bitch u wore like a whore waiting for someone to dig their dick so stfu barbie yo' nigga disagree!",1
693,"People tryna use #BPD and say promiscuity is a symptom No bitch its called being a slut, youre trying to excuse why you got caught cheating and broke up you fucking hoe",1
694,If I ever hit you w dumb fucking cunt ass fucking stupid ass fucking bitch just know Im extremely mad at you.,1
695,I'm the funniest person I know the fuck u talking about sPEAK FOR YOURSELF GIRL,0
696,@amaziah_filani What a fucking cunt I hate seeing kids getting neglected and used as parents experiment. So fucking sad. I tell you if I ever saw this whore Id definitely hurt her.,1
697,"The pain of a woman being targeted as a purely pleasure object, goes beyond the physical, its a rape of the soul #MeToo",0
698,"Can we just take a second to remember that @kanyewest rapped three months ago Cause now I see women as something to nurture, not something to conquer and now hes yelling out Your such a fucking hoe, I love it",1
699,Ofcourse she does not. A woman who can laugh at a teen rape victim can't not have any values in my eyes. She can go… https://t.co/Vv4e0PDyV4,0
700,"@realDonaldTrump Nike will become a even better hit, now your daughter on the other hand.... bitch, stfu. Nike has grabbed you by your pussy.",0
701,@TheLifeOfMeezus @MonicaLewinsky Dozens of other women I’ve accused him of rape and they either get paid off or nobody hears from them again,0
702,everyone that ever said anything bad about mark can honestly choke my mf boy just rapped AND sang in his OWN SELF PRODUCED SONG and you know what? it was FUCKING AMAZING nothing but respect for my president,0
703,@SoyerJanis @alsdowntown @SteveBannen Hysterical! You are going to be disappointed Jan,0
704,@winstonred100 My little commie skank look at you!!! Im so proud,1
